index,#plate_id,well_id,chemical,category,moa,co_id,EcNissle,EcNissle_gt3,MNXM,bigg,exchange,EcNissle_model_growth_rate,EcNissle_biolog_growth,EcNissle_model_growth,EcNissle_Prediction
PM02_E12,PM02,E12,5-Keto-D-Gluconic acid,carbon,"C-Source, carboxylic acid",C01062,0.0,0,MNXM963,5dglcn,EX_5dglcn_e,0,No Growth,No Growth,TN
PM02_F01,PM02,F01,D-Lactic acid Methyl Ester,carbon,"C-Source, ester",,8.0,1,#,#,#,#,Growth,#,#
PM02_F02,PM02,F02,Malonic acid,carbon,"C-Source, carboxylic acid",C00383,0.0,0,MNXM477,malon,EX_malon_e,#,No Growth,#,#
PM02_F03,PM02,F03,Melibionic acid,carbon,"C-Source, carbohydrate",,7.0,1,#,#,#,#,Growth,#,#
PM02_F04,PM02,F04,Oxalic acid,carbon,"C-Source, carboxylic acid",C00209,0.0,0,MNXM291,oxa,EX_oxa_e,#,No Growth,#,#
PM02_F05,PM02,F05,Oxalomalic acid,carbon,"C-Source, carboxylic acid",C01990,0.0,0,MNXM3850,#,EX_MNXM3850_e,#,No Growth,#,#
PM02_F06,PM02,F06,Quinic acid,carbon,"C-Source, carboxylic acid",C00296,0.0,0,MNXM474,quin,EX_quin_e,0,No Growth,No Growth,TN
PM02_F07,PM02,F07,"D-Ribono-1,4-Lactone",carbon,"C-Source, carboxylic acid",,0.0,0,#,#,#,#,No Growth,#,#
PM02_F08,PM02,F08,Sebacic acid,carbon,"C-Source, carboxylic acid",C08277,0.0,0,MNXM9103,sebacid,EX_sebacid_e,#,No Growth,#,#
PM02_F09,PM02,F09,Sorbic acid,carbon,"C-Source, carboxylic acid",,0.0,0,#,#,#,#,No Growth,#,#
PM02_F10,PM02,F10,Succinamic acid,carbon,"C-Source, carboxylic acid",,0.0,0,#,#,#,#,No Growth,#,#
PM02_F11,PM02,F11,D-Tartaric acid,carbon,"C-Source, carboxylic acid",C02107,0.0,0,MNXM7948,tartr__D,EX_tartr__D_e,0.46296660668162265,No Growth,Growth,FP
PM02_F12,PM02,F12,L-Tartaric acid,carbon,"C-Source, carboxylic acid",C00898,0.0,0,MNXM816,tartr__L,EX_tartr__L_e,0.46296660668162337,No Growth,Growth,FP
PM02_G01,PM02,G01,Acetamide,carbon,"C-Source, amide",C06244,0.0,0,MNXM4428,ad,EX_ad_e,#,No Growth,#,#
PM02_G02,PM02,G02,L-Alaninamide,carbon,"C-Source, amide",,0.0,0,#,#,#,#,No Growth,#,#
PM02_G03,PM02,G03,N-Acetyl-L-Glutamic acid,carbon,"C-Source, amino acid",C00624,0.0,0,MNXM730,acglu,EX_acglu_e,#,No Growth,#,#
PM02_G04,PM02,G04,L-Arginine,carbon,"C-Source, amino acid",C00062,0.0,0,MNXM70,arg__L,EX_arg__L_e,0.8361484188470274,No Growth,Growth,FP
PM02_G05,PM02,G05,Glycine,carbon,"C-Source, amino acid",C00037,0.0,0,MNXM29,gly,EX_gly_e,0.40141863264067307,No Growth,Growth,FP
PM02_G06,PM02,G06,L-Histidine,carbon,"C-Source, amino acid",C00135,0.0,0,MNXM134,his__L,EX_his__L_e,0,No Growth,No Growth,TN
PM02_G07,PM02,G07,L-Homoserine,carbon,"C-Source, amino acid",C00263,0.0,0,MNXM353,hom__L,EX_hom__L_e,0,No Growth,No Growth,TN
PM02_G08,PM02,G08,Hydroxy-L-Proline,carbon,"C-Source, amino acid",C01015,0.0,0,MNXM90406,#,EX_MNXM90406_e,#,No Growth,#,#
PM02_G09,PM02,G09,L-Isoleucine,carbon,"C-Source, amino acid",C00407,0.0,0,MNXM231,ile__L,EX_ile__L_e,0,No Growth,No Growth,TN
PM02_G10,PM02,G10,L-Leucine,carbon,"C-Source, amino acid",C00123,0.0,0,MNXM140,leu__L,EX_leu__L_e,0,No Growth,No Growth,TN
PM02_G11,PM02,G11,L-Lysine,carbon,"C-Source, amino acid",C00047,0.0,0,MNXM78,lys__L,EX_lys__L_e,0,No Growth,No Growth,TN
PM02_G12,PM02,G12,L-Methionine,carbon,"C-Source, amino acid",C00073,0.0,0,MNXM61,met__L,EX_met__L_e,0,No Growth,No Growth,TN
PM02_H01,PM02,H01,L-Ornithine,carbon,"C-Source, amino acid",C00077,0.0,0,MNXM89689,orn__L,EX_orn__L_e,#,No Growth,#,#
PM02_H02,PM02,H02,L-Phenylalanine,carbon,"C-Source, amino acid",C00079,0.0,0,MNXM97,phe__L,EX_phe__L_e,0,No Growth,No Growth,TN
PM02_H03,PM02,H03,L-Pyroglutamic acid,carbon,"C-Source, amino acid",C02238,0.0,0,#,#,#,#,No Growth,#,#
PM02_H04,PM02,H04,L-Valine,carbon,"C-Source, amino acid",C00183,0.0,0,MNXM199,val__L,EX_val__L_e,0,No Growth,No Growth,TN
PM02_H05,PM02,H05,"D,L-Carnitine",carbon,"C-Source, carboxylic acid",C00487,0.0,0,#,crn,EX_crn_e,0,No Growth,No Growth,TN
PM02_H06,PM02,H06,sec-Butylamine,carbon,"C-Source, amine",,0.0,0,#,#,#,#,No Growth,#,#
PM02_H07,PM02,H07,"D,L-Octopamine",carbon,"C-Source, amine",C04227,0.0,0,MNXM3679,#,EX_MNXM3679_e,#,No Growth,#,#
PM02_H08,PM02,H08,Putrescine,carbon,"C-Source, amine",C00134,0.0,0,MNXM118,ptrc,EX_ptrc_e,0.537331924657326,No Growth,Growth,FP
PM02_H09,PM02,H09,Dihydroxyacetone,carbon,"C-Source, alcohol",C00184,7.0,1,MNXM460,dha,EX_dha_e,0.46296660668160705,Growth,Growth,TP
PM02_H10,PM02,H10,"2,3-Butanediol",carbon,"C-Source, alcohol",C03044,0.0,0,MNXM2757,23btdl,EX_23btdl_e,#,No Growth,#,#
PM02_H11,PM02,H11,"2,3-Butanedione",carbon,"C-Source, alcohol",C00741,0.0,0,MNXM1467,diact,EX_diact_e,#,No Growth,#,#
PM02_H12,PM02,H12,3-Hydroxy-2-buta,carbon,"C-Source, alcohol",C00466,0.0,0,MNXM1268,#,EX_MNXM1268_e,#,No Growth,#,#
PM03_A01,PM03,A01,Negative Control,Negative control,Negative control,,0.0,0,#,#,#,#,No Growth,#,#
PM03_A02,PM03,A02,Ammonia,nitrogen,"N-Source, inorganic",C00014,8.33333333333,1,MNXM15,nh4,EX_nh4_e,0.4629666066816346,Growth,Growth,TP
PM03_A03,PM03,A03,Nitrite,nitrogen,"N-Source, inorganic",C00088,0.666666666667,0,MNXM107,no2,EX_no2_e,0.46296660668162115,No Growth,Growth,FP
PM03_A04,PM03,A04,Nitrate,nitrogen,"N-Source, inorganic",C00244,0.0,0,MNXM207,no3,EX_no3_e,0.4629666066816248,No Growth,Growth,FP
PM03_A05,PM03,A05,Urea,nitrogen,"N-Source, other",C00086,0.0,0,MNXM117,urea,EX_urea_e,0,No Growth,No Growth,TN
PM03_A06,PM03,A06,Biuret,nitrogen,"N-Source, other",C06555,5.0,1,MNXM1545,#,EX_MNXM1545_e,#,Growth,#,#
PM03_A07,PM03,A07,L-Alanine,nitrogen,"N-Source, amino acid",C00041,8.0,1,MNXM32,ala__L,EX_ala__L_e,0.4629666066818633,Growth,Growth,TP
PM03_A08,PM03,A08,L-Arginine,nitrogen,"N-Source, amino acid",C00062,8.0,1,MNXM70,arg__L,EX_arg__L_e,0.7767282476561774,Growth,Growth,TP
PM03_A09,PM03,A09,L-Asparagine,nitrogen,"N-Source, amino acid",C00152,8.66666666667,1,MNXM147,asn__L,EX_asn__L_e,0.7245058169261303,Growth,Growth,TP
PM03_A10,PM03,A10,L-Aspartic acid,nitrogen,"N-Source, amino acid",C00049,8.33333333333,1,MNXM42,asp__L,EX_asp__L_e,0.4629666066820356,Growth,Growth,TP
PM03_A11,PM03,A11,L-Cysteine,nitrogen,"N-Source, amino acid",C00097,8.66666666667,1,MNXM55,cys__L,EX_cys__L_e,0.46296660668162887,Growth,Growth,TP
PM03_A12,PM03,A12,L-Glutamic acid,nitrogen,"N-Source, amino acid",C00025,8.0,1,MNXM89557,glu__L,EX_glu__L_e,0.46296660668045264,Growth,Growth,TP
PM03_B01,PM03,B01,L-Glutamine,nitrogen,"N-Source, amino acid",C00064,8.33333333333,1,MNXM37,gln__L,EX_gln__L_e,0.744188709557153,Growth,Growth,TP
PM03_B02,PM03,B02,Glycine,nitrogen,"N-Source, amino acid",C00037,6.0,1,MNXM29,gly,EX_gly_e,0.46296660668161205,Growth,Growth,TP
PM03_B03,PM03,B03,L-Histidine,nitrogen,"N-Source, amino acid",C00135,0.0,0,MNXM134,his__L,EX_his__L_e,0,No Growth,No Growth,TN
PM03_B04,PM03,B04,L-Isoleucine,nitrogen,"N-Source, amino acid",C00407,1.0,0,MNXM231,ile__L,EX_ile__L_e,0,No Growth,No Growth,TN
PM03_B05,PM03,B05,L-Leucine,nitrogen,"N-Source, amino acid",C00123,1.33333333333,0,MNXM140,leu__L,EX_leu__L_e,0,No Growth,No Growth,TN
PM03_B06,PM03,B06,L-Lysine,nitrogen,"N-Source, amino acid",C00047,1.0,0,MNXM78,lys__L,EX_lys__L_e,0,No Growth,No Growth,TN
PM03_B07,PM03,B07,L-Methionine,nitrogen,"N-Source, amino acid",C00073,6.0,1,MNXM61,met__L,EX_met__L_e,0,Growth,No Growth,FN
PM03_B08,PM03,B08,L-Phenylalanine,nitrogen,"N-Source, amino acid",C00079,6.0,1,MNXM97,phe__L,EX_phe__L_e,0,Growth,No Growth,FN
PM03_B09,PM03,B09,L-Proline,nitrogen,"N-Source, amino acid",C00148,6.0,1,MNXM114,pro__L,EX_pro__L_e,0.4629666066816133,Growth,Growth,TP
PM03_B10,PM03,B10,L-Serine,nitrogen,"N-Source, amino acid",C00065,8.0,1,MNXM53,ser__L,EX_ser__L_e,0.4629666066816336,Growth,Growth,TP
PM03_B11,PM03,B11,L-Threonine,nitrogen,"N-Source, amino acid",C00188,5.0,1,MNXM142,thr__L,EX_thr__L_e,0.4629666066816566,Growth,Growth,TP
PM03_B12,PM03,B12,L-Tryptophan,nitrogen,"N-Source, amino acid",C00078,4.66666666667,1,MNXM94,trp__L,EX_trp__L_e,0.46541622359040774,Growth,Growth,TP
PM03_C01,PM03,C01,L-Tyrosine,nitrogen,"N-Source, amino acid",C00082,2.33333333333,1,MNXM76,tyr__L,EX_tyr__L_e,0.34228789962110745,Growth,Growth,TP
PM03_C02,PM03,C02,L-Valine,nitrogen,"N-Source, amino acid",C00183,4.0,1,MNXM199,val__L,EX_val__L_e,0,Growth,No Growth,FN
PM03_C03,PM03,C03,D-Alanine,nitrogen,"N-Source, amino acid",C00133,7.33333333333,1,MNXM156,ala__D,EX_ala__D_e,0.46296660668162903,Growth,Growth,TP
PM03_C04,PM03,C04,D-Asparagine,nitrogen,"N-Source, amino acid",C01905,2.33333333333,1,MNXM7235,asn__D,EX_asn__D_e,#,Growth,#,#
PM03_C05,PM03,C05,D-Aspartic acid,nitrogen,"N-Source, amino acid",C00402,0.0,0,MNXM974,asp__D,EX_asp__D_e,#,No Growth,#,#
PM03_C06,PM03,C06,D-Glutamic acid,nitrogen,"N-Source, amino acid",C00217,0.666666666667,0,MNXM331,glu__D,EX_glu__D_e,#,No Growth,#,#
PM03_C07,PM03,C07,D-Lysine,nitrogen,"N-Source, amino acid",C00739,0.666666666667,0,MNXM975,lys__D,EX_lys__D_e,#,No Growth,#,#
PM03_C08,PM03,C08,D-Serine,nitrogen,"N-Source, amino acid",C00740,7.66666666667,1,MNXM694,ser__D,EX_ser__D_e,0.4629666066816351,Growth,Growth,TP
PM03_C09,PM03,C09,D-Valine,nitrogen,"N-Source, amino acid",C06417,0.666666666667,0,MNXM8512,val__D,EX_val__D_e,#,No Growth,#,#
PM03_C10,PM03,C10,L-Citrulline,nitrogen,"N-Source, amino acid",C00327,2.33333333333,1,MNXM211,citr__L,EX_citr__L_e,#,Growth,#,#
PM03_C11,PM03,C11,L-Homoserine,nitrogen,"N-Source, amino acid",C00263,1.33333333333,0,MNXM353,hom__L,EX_hom__L_e,0,No Growth,No Growth,TN
PM03_C12,PM03,C12,L-Ornithine,nitrogen,"N-Source, amino acid",C00077,4.0,1,MNXM89689,orn__L,EX_orn__L_e,#,Growth,#,#
PM03_D01,PM03,D01,N-Acetyl-L-Glutamic acid,nitrogen,"N-Source, amino acid",C00624,0.0,0,MNXM730,acglu,EX_acglu_e,#,No Growth,#,#
PM03_D02,PM03,D02,N-Phthaloyl-L-Glutamic acid,nitrogen,"N-Source, amino acid",,6.0,1,#,#,#,#,Growth,#,#
PM03_D03,PM03,D03,L-Pyroglutamic acid,nitrogen,"N-Source, amino acid",C02238,0.0,0,#,#,#,#,No Growth,#,#
PM03_D04,PM03,D04,Hydroxylamine,nitrogen,"N-Source, other",C00192,0.0,0,MNXM433,ham,EX_ham_e,#,No Growth,#,#
PM03_D05,PM03,D05,Methylamine,nitrogen,"N-Source, other",C00218,0.0,0,MNXM255,mma,EX_mma_e,#,No Growth,#,#
PM03_D06,PM03,D06,N-Amylamine,nitrogen,"N-Source, other",,0.0,0,#,#,#,#,No Growth,#,#
PM03_D07,PM03,D07,N-Butylamine,nitrogen,"N-Source, other",,0.0,0,#,#,#,#,No Growth,#,#
PM03_D08,PM03,D08,Ethylamine,nitrogen,"N-Source, other",C00797,0.0,0,MNXM924,#,EX_MNXM924_e,#,No Growth,#,#
PM03_D09,PM03,D09,Ethanolamine,nitrogen,"N-Source, other",C00189,0.0,0,MNXM218,etha,EX_etha_e,0.46296660668160133,No Growth,Growth,FP
PM03_D10,PM03,D10,Ethylenediamine,nitrogen,"N-Source, other",C12511,0.0,0,#,#,#,#,No Growth,#,#
PM03_D11,PM03,D11,Putrescine,nitrogen,"N-Source, other",C00134,0.0,0,MNXM118,ptrc,EX_ptrc_e,0.7004908548080061,No Growth,Growth,FP
PM03_D12,PM03,D12,Agmatine,nitrogen,"N-Source, other",C00179,0.0,0,MNXM328,agm,EX_agm_e,0.7004908548080033,No Growth,Growth,FP
PM03_E01,PM03,E01,Histamine,nitrogen,"N-Source, other",C00388,0.0,0,MNXM635,hista,EX_hista_e,#,No Growth,#,#
PM03_E02,PM03,E02,b-Phenylethylamine,nitrogen,"N-Source, other",C05332,0.0,0,MNXM660,peamn,EX_peamn_e,0,No Growth,No Growth,TN
PM03_E03,PM03,E03,Tyramine,nitrogen,"N-Source, other",C00483,0.0,0,MNXM603,tym,EX_tym_e,0,No Growth,No Growth,TN
PM03_E04,PM03,E04,Acetamide,nitrogen,"N-Source, other",C06244,0.0,0,MNXM4428,ad,EX_ad_e,#,No Growth,#,#
PM03_E05,PM03,E05,Formamide,nitrogen,"N-Source, other",C00488,0.0,0,MNXM1231,frmd,EX_frmd_e,#,No Growth,#,#
PM03_E06,PM03,E06,Glucuronamide,nitrogen,"N-Source, other",D01791,4.33333333333,1,#,#,#,#,Growth,#,#
PM03_E07,PM03,E07,DL-Lactamide,nitrogen,"N-Source, other",,0.0,0,#,#,#,#,No Growth,#,#
PM03_E08,PM03,E08,D-Glucosamine,nitrogen,"N-Source, other",C00329,3.33333333333,1,MNXM533,gam,EX_gam_e,0.46296660668163575,Growth,Growth,TP
PM03_E09,PM03,E09,D-Galactosamine,nitrogen,"N-Source, other",C02262,0.0,0,MNXM48446,galam,EX_galam_e,#,No Growth,#,#
PM03_E10,PM03,E10,D-Mannosamine,nitrogen,"N-Source, other",C03570,1.66666666667,0,#,#,#,#,No Growth,#,#
PM03_E11,PM03,E11,N-Acetyl-D-Glucosamine,nitrogen,"N-Source, other",C00140,2.33333333333,1,MNXM143,acgam,EX_acgam_e,0.4629666066816769,Growth,Growth,TP
PM03_E12,PM03,E12,N-Acetyl-D-Galactosamine,nitrogen,"N-Source, other",C01074,2.33333333333,1,MNXM164782,acgal,EX_acgal_e,0.46296660668165296,Growth,Growth,TP
PM03_F01,PM03,F01,N-Acetyl-D-Mannosamine,nitrogen,"N-Source, other",C00645,2.33333333333,1,MNXM2403,acmana,EX_acmana_e,0.46296660668164236,Growth,Growth,TP
PM03_F02,PM03,F02,Adenine,nitrogen,"N-Source, other",C00147,6.66666666667,1,MNXM168,ade,EX_ade_e,0.6677079502616577,Growth,Growth,TP
PM03_F03,PM03,F03,Adenosine,nitrogen,"N-Source, other",C00212,7.33333333333,1,MNXM212,adn,EX_adn_e,0.8925153644269757,Growth,Growth,TP
PM03_F04,PM03,F04,Cytidine,nitrogen,"N-Source, other",C00475,7.33333333333,1,MNXM338,cytd,EX_cytd_e,0.8092947653355244,Growth,Growth,TP
PM03_F05,PM03,F05,Cytosine,nitrogen,"N-Source, other",C00380,7.0,1,MNXM761,csn,EX_csn_e,0.6117418554030688,Growth,Growth,TP
PM03_F06,PM03,F06,Guanine,nitrogen,"N-Source, other",C00242,0.0,0,MNXM259,gua,EX_gua_e,0.6747536570050876,No Growth,Growth,FP
PM03_F07,PM03,F07,Guanosine,nitrogen,"N-Source, other",C00387,0.333333333333,0,MNXM401,gsn,EX_gsn_e,0.8881448519725866,No Growth,Growth,FP
PM03_F08,PM03,F08,Thymine,nitrogen,"N-Source, other",C00178,0.0,0,MNXM386,thym,EX_thym_e,0,No Growth,No Growth,TN
PM03_F09,PM03,F09,Thymidine,nitrogen,"N-Source, other",C00214,0.0,0,MNXM420,thymd,EX_thymd_e,0,No Growth,No Growth,TN
PM03_F10,PM03,F10,Uracil,nitrogen,"N-Source, other",C00106,0.0,0,MNXM158,ura,EX_ura_e,0.5405726933908223,No Growth,Growth,FP
PM03_F11,PM03,F11,Uridine,nitrogen,"N-Source, other",C00299,0.0,0,MNXM288,uri,EX_uri_e,0.7348693224306765,No Growth,Growth,FP
PM03_F12,PM03,F12,Inosine,nitrogen,"N-Source, other",C00294,0.0,0,MNXM334,ins,EX_ins_e,0.879025624000895,No Growth,Growth,FP
PM03_G01,PM03,G01,Xanthine,nitrogen,"N-Source, other",C00385,4.0,1,MNXM174,xan,EX_xan_e,0.6579410230367775,Growth,Growth,TP
PM03_G02,PM03,G02,Xanthosine,nitrogen,"N-Source, other",C01762,4.0,1,MNXM687,xtsn,EX_xtsn_e,0.8677147516345385,Growth,Growth,TP
PM03_G03,PM03,G03,Uric acid,nitrogen,"N-Source, other",C00366,2.33333333333,1,MNXM441,urate,EX_urate_e,0.6241167091388509,Growth,Growth,TP
PM03_G04,PM03,G04,Alloxan,nitrogen,"N-Source, other",C07599,1.66666666667,0,MNXM15829,CE0074,EX_CE0074_e,#,No Growth,#,#
PM03_G05,PM03,G05,Allantoin,nitrogen,"N-Source, other",C01551,1.66666666667,0,MNXM612,alltn,EX_alltn_e,0.6878233881265198,No Growth,Growth,FP
PM03_G06,PM03,G06,Parabanic acid,nitrogen,"N-Source, other",,1.33333333333,0,#,#,#,#,No Growth,#,#
PM03_G07,PM03,G07,DL-a-Amino-N-Butyric acid,nitrogen,"N-Source, other",C02261,7.0,1,MNXM155019,#,EX_MNXM155019_e,#,Growth,#,#
PM03_G08,PM03,G08,g-Amino-N-Butyric acid,nitrogen,"N-Source, other",C00334,4.0,1,MNXM192,4abut,EX_4abut_e,0.46296660668163075,Growth,Growth,TP
PM03_G09,PM03,G09,e-Amino-N-Caproic acid,nitrogen,"N-Source, other",C02378,2.33333333333,1,MNXM2339,6ax,EX_6ax_e,#,Growth,#,#
PM03_G10,PM03,G10,DL-a-Amino-Caprylic acid,nitrogen,"N-Source, other",,5.0,1,#,#,#,#,Growth,#,#
PM03_G11,PM03,G11,d-Amino-N-Valeric acid,nitrogen,"N-Source, other",C00431,0.0,0,MNXM792,5aptn,EX_5aptn_e,#,No Growth,#,#
PM03_G12,PM03,G12,a-Amino-N-Valeric acid,nitrogen,"N-Source, other",C01826,6.33333333333,1,MNXM4024,#,EX_MNXM4024_e,#,Growth,#,#
PM03_H01,PM03,H01,Ala-Asp,nitrogen,"N-Source, peptide",C02871,8.66666666667,1,MNXM92541,ala_L_asp__L,EX_ala_L_asp__L_e,#,Growth,#,#
PM03_H02,PM03,H02,Ala-Gln,nitrogen,"N-Source, peptide",,8.0,1,#,ala_L_gln__L,EX_ala_L_gln__L_e,#,Growth,#,#
PM03_H03,PM03,H03,Ala-Glu,nitrogen,"N-Source, peptide",,8.33333333333,1,#,ala_L_gln__L,EX_ala_L_glu__L_e,#,Growth,#,#
PM03_H04,PM03,H04,Ala-Gly,nitrogen,"N-Source, peptide",,8.0,1,#,ala_L_gly__L,EX_ala_L_gly__L_e,#,Growth,#,#
PM03_H05,PM03,H05,Ala-His,nitrogen,"N-Source, peptide",,7.66666666667,1,#,ala_L_his__L,EX_ala_L_his__L_e,#,Growth,#,#
PM03_H06,PM03,H06,Ala-Leu,nitrogen,"N-Source, peptide",C05035,8.0,1,#,ala_L_leu__L,EX_ala_L_leu__L_e,#,Growth,#,#
PM03_H07,PM03,H07,Ala-Thr,nitrogen,"N-Source, peptide",,8.0,1,#,ala_L_thr__L,EX_ala_L_thr__L_e,#,Growth,#,#
PM03_H08,PM03,H08,Gly-Asn,nitrogen,"N-Source, peptide",,8.0,1,#,gly_asn__L,EX_gly_asn__L_e,#,Growth,#,#
PM03_H09,PM03,H09,Gly-Gln,nitrogen,"N-Source, peptide",,8.66666666667,1,#,gly_gln__L,EX_gly_gln__L_e,#,Growth,#,#
PM03_H10,PM03,H10,Gly-Glu,nitrogen,"N-Source, peptide",,8.0,1,#,gly_glu__L,EX_gly_glu__L_e,#,Growth,#,#
PM03_H11,PM03,H11,Gly-Met,nitrogen,"N-Source, peptide",,7.0,1,#,gly_met__L,EX_gly_met__L_e,#,Growth,#,#
PM03_H12,PM03,H12,Met-Ala,nitrogen,"N-Source, peptide",,7.0,1,#,met_ala__L_e,EX_met_ala__L_e,#,Growth,#,#
PM04_A01,PM04,A01,Negative Control,Negative control,Negative control,,0.0,0,#,#,#,#,No Growth,#,#
PM04_A02,PM04,A02,Phosphate,phosphate & sulphur,"P-Source, inorganic",C00009,9.0,1,MNXM9,pi,EX_pi_e,0.4629666066816389,Growth,Growth,TP
PM04_A03,PM04,A03,Pyrophosphate,phosphate & sulphur,"P-Source, inorganic",C00013,9.0,1,MNXM11,ppi,EX_ppi_e,#,Growth,#,#
PM04_A04,PM04,A04,Trimetaphosphate,phosphate & sulphur,"P-Source, inorganic",C02466,9.0,1,MNXM3570,tmp,EX_tmp_e,#,Growth,#,#
PM04_A05,PM04,A05,Tripolyphosphate,phosphate & sulphur,"P-Source, inorganic",C00536,8.66666666667,1,MNXM332,pppi,EX_pppi_e,#,Growth,#,#
PM04_A06,PM04,A06,Triethyl Phosphate,phosphate & sulphur,"P-Source, organic",,0.0,0,#,#,#,#,No Growth,#,#
PM04_A07,PM04,A07,Hypophosphite,phosphate & sulphur,"P-Source, inorganic",,4.0,1,#,#,#,#,Growth,#,#
PM04_A08,PM04,A08,Adenosine 2`-Monophosphate,phosphate & sulphur,"P-Source, organic",C00946,9.0,1,MNXM7028,amp2p,EX_amp2p_e,#,Growth,#,#
PM04_A09,PM04,A09,Adenosine 3`-Monophosphate,phosphate & sulphur,"P-Source, organic",C01367,9.0,1,MNXM1985,3amp,EX_3amp_e,0.7564111494531309,Growth,Growth,TP
PM04_A10,PM04,A10,Adenosine 5`-Monophosphate,phosphate & sulphur,"P-Source, organic",C00020,8.66666666667,1,MNXM14,amp,EX_amp_e,0.7564111494531365,Growth,Growth,TP
PM04_A11,PM04,A11,"Adenosine 2`,3`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",,9.0,1,#,#,#,#,Growth,#,#
PM04_A12,PM04,A12,"Adenosine 3`,5`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",C00575,6.66666666667,1,MNXM243,camp,EX_camp_e,#,Growth,#,#
PM04_B01,PM04,B01,Thiophosphate,phosphate & sulphur,"P-Source, inorganic",,8.66666666667,1,#,#,#,#,Growth,#,#
PM04_B02,PM04,B02,Dithiophosphate,phosphate & sulphur,"P-Source, inorganic",,8.66666666667,1,#,#,#,#,Growth,#,#
PM04_B03,PM04,B03,DL-a-Glycerol Phosphate,phosphate & sulphur,"P-Source, organic",C00093,8.66666666667,1,MNXM66,glyc3p,EX_glyc3p_e,0.46296660668161943,Growth,Growth,TP
PM04_B04,PM04,B04,b-Glycerol Phosphate,phosphate & sulphur,"P-Source, organic",C02979,8.66666666667,1,MNXM2527,glyc2p,EX_glyc2p_e,0.46296660668169287,Growth,Growth,TP
PM04_B05,PM04,B05,Carbamyl Phosphate,phosphate & sulphur,"P-Source, organic",C00169,9.0,1,MNXM138,cbp,EX_cbp_e,#,Growth,#,#
PM04_B06,PM04,B06,D-2-Phospho-Glyceric acid,phosphate & sulphur,"P-Source, organic",C00631,9.0,1,MNXM275,2pg,EX_2pg_e,#,Growth,#,#
PM04_B07,PM04,B07,D-3-Phospho-Glyceric acid,phosphate & sulphur,"P-Source, organic",C00197,8.66666666667,1,MNXM126,3pg,EX_3pg_e,#,Growth,#,#
PM04_B08,PM04,B08,Guanosine 2`-Monophosphate,phosphate & sulphur,"P-Source, organic",,9.0,1,#,#,#,#,Growth,#,#
PM04_B09,PM04,B09,Guanosine 3`-Monophosphate,phosphate & sulphur,"P-Source, organic",C06193,9.0,1,MNXM2183,3gmp,EX_3gmp_e,0.7549980141634101,Growth,Growth,TP
PM04_B10,PM04,B10,Guanosine 5`-Monophosphate,phosphate & sulphur,"P-Source, organic",C00144,8.66666666667,1,MNXM113,gmp,EX_gmp_e,0.7549980141634088,Growth,Growth,TP
PM04_B11,PM04,B11,"Guanosine 2`,3`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",,8.66666666667,1,#,#,#,#,Growth,#,#
PM04_B12,PM04,B12,"Guanosine 3`,5`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",C00942,2.66666666667,1,MNXM665,35cgmp,EX_35cgmp_e,#,Growth,#,#
PM04_C01,PM04,C01,Phosphoenol Pyruvate,phosphate & sulphur,"P-Source, organic",C00074,9.0,1,MNXM73,pep,EX_pep_e,#,Growth,#,#
PM04_C02,PM04,C02,Phospho-Glycolic acid,phosphate & sulphur,"P-Source, organic",C00988,8.66666666667,1,MNXM2074,2pglyc,EX_2pglyc_e,#,Growth,#,#
PM04_C03,PM04,C03,D-Glucose-1-Phosphate,phosphate & sulphur,"P-Source, organic",C00103,8.33333333333,1,MNXM89588,g1p,EX_g1p_e,0.46296660668162354,Growth,Growth,TP
